WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.54,,,09423560,2018-07-11 09:10,
1.44,,,09423560,2018-07-11 09:11,
1.56,,,09423560,2018-07-11 09:12,
1.56,,,09423560,2018-07-11 09:13,
,0.0,76.5,09423560,2018-07-11 09:15,7.41
,0.0,72.6,09423560,2018-07-11 09:30,7.34
,71.0,68.5,09423560,2018-07-11 09:45,7.26
1.44,71.1,64.8,09423560,2018-07-11 10:00,7.19
1.40,71.2,61.5,09423560,2018-07-11 10:15,7.13
1.32,71.3,56.1,09423560,2018-07-11 10:30,7.05
1.28,71.3,52.8,09423560,2018-07-11 10:45,6.98
1.28,71.4,51.4,09423560,2018-07-11 11:00,6.91
1.21,71.6,47.3,09423560,2018-07-11 11:15,6.84
1.18,71.8,44.9,09423560,2018-07-11 11:30,6.77
1.18,72.0,43.5,09423560,2018-07-11 11:45,6.69
1.08,72.3,38.8,09423560,2018-07-11 12:00,6.63
1.11,72.5,38.9,09423560,2018-07-11 12:15,6.57
1.07,72.7,36.5,09423560,2018-07-11 12:30,6.51
1.04,72.9,34.4,09423560,2018-07-11 12:45,6.44
0.97,73.0,31.2,09423560,2018-07-11 13:00,6.38
0.93,73.1,28.9,09423560,2018-07-11 13:15,6.33
0.93,73.2,28.0,09423560,2018-07-11 13:30,6.27
0.84,73.2,25.0,09423560,2018-07-11 13:45,6.24
0.81,73.2,23.6,09423560,2018-07-11 14:00,6.20
0.80,73.4,22.9,09423560,2018-07-11 14:15,6.17
0.78,73.4,21.9,09423560,2018-07-11 14:30,6.13
0.76,73.1,21.1,09423560,2018-07-11 14:45,6.11
0.77,72.9,20.8,09423560,2018-07-11 15:00,6.06
0.74,72.8,19.5,09423560,2018-07-11 15:15,6.02
0.76,72.7,19.5,09423560,2018-07-11 15:30,5.97
0.74,72.7,18.8,09423560,2018-07-11 15:45,5.95
0.74,72.7,18.5,09423560,2018-07-11 16:00,5.92
0.79,72.7,19.6,09423560,2018-07-11 16:15,5.90
0.77,72.7,19.3,09423560,2018-07-11 16:30,5.92
0.72,72.7,18.1,09423560,2018-07-11 16:45,5.93
0.70,72.7,17.9,09423560,2018-07-11 17:00,5.96
0.75,72.6,19.4,09423560,2018-07-11 17:15,5.98
0.76,72.6,19.7,09423560,2018-07-11 17:30,5.99
0.76,72.5,20.1,09423560,2018-07-11 17:45,6.02
0.85,72.4,22.7,09423560,2018-07-11 18:00,6.04
0.90,72.3,24.5,09423560,2018-07-11 18:15,6.08
0.96,72.3,26.7,09423560,2018-07-11 18:30,6.12
1.04,72.2,30.2,09423560,2018-07-11 18:45,6.18
1.12,72.1,33.3,09423560,2018-07-11 19:00,6.23
1.16,72.1,35.7,09423560,2018-07-11 19:15,6.30
1.26,72.1,40.3,09423560,2018-07-11 19:30,6.38
1.33,72.1,44.4,09423560,2018-07-11 19:45,6.47
1.38,72.1,47.9,09423560,2018-07-11 20:00,6.56
1.47,72.1,53.3,09423560,2018-07-11 20:15,6.66
1.52,72.2,57.2,09423560,2018-07-11 20:30,6.75
1.63,72.2,64.4,09423560,2018-07-11 20:45,6.86
1.62,72.2,66.3,09423560,2018-07-11 21:00,6.95
1.68,72.2,71.8,09423560,2018-07-11 21:15,7.06
1.69,72.2,75.4,09423560,2018-07-11 21:30,7.16
1.75,72.2,80.9,09423560,2018-07-11 21:45,7.25
1.82,72.2,86.8,09423560,2018-07-11 22:00,7.34
1.81,72.2,89.4,09423560,2018-07-11 22:15,7.43
1.80,72.2,91.5,09423560,2018-07-11 22:30,7.50
1.83,72.1,95.9,09423560,2018-07-11 22:45,7.59
1.82,72.1,97.7,09423560,2018-07-11 23:00,7.65
1.81,72.0,99.3,09423560,2018-07-11 23:15,7.72
1.83,71.9,102,09423560,2018-07-11 23:30,7.78
1.81,71.8,103,09423560,2018-07-11 23:45,7.83
