WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.13,70.0,42.5,09423560,2018-07-19 08:15,6.74
1.11,70.1,40.2,09423560,2018-07-19 08:30,6.65
0.98,70.2,33.9,09423560,2018-07-19 08:45,6.54
0.97,70.4,32.4,09423560,2018-07-19 09:00,6.46
0.89,70.5,28.2,09423560,2018-07-19 09:15,6.37
0.83,70.7,25.1,09423560,2018-07-19 09:30,6.27
0.81,71.0,23.3,09423560,2018-07-19 09:45,6.18
0.68,71.2,18.7,09423560,2018-07-19 10:00,6.09
0.64,71.5,16.8,09423560,2018-07-19 10:15,6.01
0.56,71.9,14.2,09423560,2018-07-19 10:30,5.93
0.45,72.2,11.0,09423560,2018-07-19 10:45,5.86
0.35,72.8,8.29,09423560,2018-07-19 11:00,5.79
0.27,73.4,6.00,09423560,2018-07-19 11:15,5.73
0.13,74.1,2.81,09423560,2018-07-19 11:30,5.68
,74.8,2.15,09423560,2018-07-19 11:45,5.67
0.07,75.1,1.53,09423560,2018-07-19 12:00,5.70
0.07,75.7,1.56,09423560,2018-07-19 12:15,5.73
,76.3,1.69,09423560,2018-07-19 12:30,5.75
0.08,76.8,1.79,09423560,2018-07-19 12:45,5.74
0.07,77.3,1.57,09423560,2018-07-19 13:00,5.74
0.16,77.8,3.52,09423560,2018-07-19 13:15,5.71
,78.8,2.70,09423560,2018-07-19 13:30,5.68
0.09,79.5,2.00,09423560,2018-07-19 13:45,5.73
0.09,80.1,2.00,09423560,2018-07-19 14:00,5.73
0.14,80.6,3.13,09423560,2018-07-19 14:15,5.74
0.11,81.1,2.49,09423560,2018-07-19 14:30,5.76
0.10,81.6,2.21,09423560,2018-07-19 14:45,5.72
,82.2,2.22,09423560,2018-07-19 15:00,5.73
0.10,82.4,2.18,09423560,2018-07-19 15:15,5.70
,82.4,1.87,09423560,2018-07-19 15:30,5.71
0.07,82.6,1.54,09423560,2018-07-19 15:45,5.71
0.12,82.6,2.56,09423560,2018-07-19 16:00,5.66
0.10,82.9,2.17,09423560,2018-07-19 16:15,5.69
0.09,83.4,1.92,09423560,2018-07-19 16:30,5.66
0.08,83.7,1.70,09423560,2018-07-19 16:45,5.65
0.10,83.9,2.15,09423560,2018-07-19 17:00,5.67
0.14,84.0,2.99,09423560,2018-07-19 17:15,5.66
0.18,83.9,3.89,09423560,2018-07-19 17:30,5.68
0.30,80.5,6.71,09423560,2018-07-19 17:45,5.74
0.44,78.6,10.2,09423560,2018-07-19 18:00,5.77
0.57,75.6,13.8,09423560,2018-07-19 18:15,5.85
0.76,74.9,18.8,09423560,2018-07-19 18:30,5.90
0.82,74.5,21.0,09423560,2018-07-19 18:45,5.97
0.96,74.2,25.7,09423560,2018-07-19 19:00,6.05
1.04,74.0,29.4,09423560,2018-07-19 19:15,6.13
1.17,73.9,34.2,09423560,2018-07-19 19:30,6.20
1.24,73.7,38.2,09423560,2018-07-19 19:45,6.30
1.29,73.6,41.1,09423560,2018-07-19 20:00,6.37
1.36,73.5,45.2,09423560,2018-07-19 20:15,6.46
1.37,73.4,47.4,09423560,2018-07-19 20:30,6.55
1.46,73.4,52.2,09423560,2018-07-19 20:45,6.63
1.54,73.3,57.2,09423560,2018-07-19 21:00,6.72
1.57,73.3,60.2,09423560,2018-07-19 21:15,6.80
1.60,73.2,63.8,09423560,2018-07-19 21:30,6.90
1.67,73.2,68.8,09423560,2018-07-19 21:45,6.97
1.66,73.1,71.0,09423560,2018-07-19 22:00,7.06
1.75,73.1,77.7,09423560,2018-07-19 22:15,7.15
1.74,73.0,79.8,09423560,2018-07-19 22:30,7.23
1.80,73.0,84.9,09423560,2018-07-19 22:45,7.31
1.78,72.9,86.6,09423560,2018-07-19 23:00,7.38
1.82,72.8,91.4,09423560,2018-07-19 23:15,7.47
1.82,72.7,92.8,09423560,2018-07-19 23:30,7.52
1.82,72.6,95.7,09423560,2018-07-19 23:45,7.59
