WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.82,72.8,93.3,09423560,2018-07-19 00:00,7.52
1.84,72.7,96.0,09423560,2018-07-19 00:15,7.58
1.82,72.6,97.1,09423560,2018-07-19 00:30,7.64
1.82,72.4,99.4,09423560,2018-07-19 00:45,7.70
1.83,72.2,101,09423560,2018-07-19 01:00,7.75
1.82,72.0,102,09423560,2018-07-19 01:15,7.79
1.81,71.9,103,09423560,2018-07-19 01:30,7.82
1.82,71.7,104,09423560,2018-07-19 01:45,7.85
1.79,71.5,104,09423560,2018-07-19 02:00,7.88
1.82,71.3,105,09423560,2018-07-19 02:15,7.89
1.85,71.2,107,09423560,2018-07-19 02:30,7.89
1.86,71.0,109,09423560,2018-07-19 02:45,7.91
1.83,70.9,107,09423560,2018-07-19 03:00,7.91
1.82,70.8,106,09423560,2018-07-19 03:15,7.89
1.82,70.7,106,09423560,2018-07-19 03:30,7.89
1.80,70.6,103,09423560,2018-07-19 03:45,7.85
1.75,70.5,100,09423560,2018-07-19 04:00,7.84
1.79,70.4,101,09423560,2018-07-19 04:15,7.81
1.71,70.3,95.5,09423560,2018-07-19 04:30,7.77
1.71,70.2,94.9,09423560,2018-07-19 04:45,7.75
1.65,70.1,90.4,09423560,2018-07-19 05:00,7.71
1.65,70.0,88.9,09423560,2018-07-19 05:15,7.66
1.65,69.9,87.4,09423560,2018-07-19 05:30,7.61
1.59,69.9,82.0,09423560,2018-07-19 05:45,7.55
1.56,69.8,78.7,09423560,2018-07-19 06:00,7.49
1.54,69.8,75.7,09423560,2018-07-19 06:15,7.42
1.51,69.8,72.3,09423560,2018-07-19 06:30,7.35
1.46,69.8,67.6,09423560,2018-07-19 06:45,7.26
1.39,69.8,62.3,09423560,2018-07-19 07:00,7.18
1.37,69.8,59.7,09423560,2018-07-19 07:15,7.11
1.27,69.8,53.0,09423560,2018-07-19 07:30,7.01
1.23,69.8,49.8,09423560,2018-07-19 07:45,6.93
1.17,69.9,45.6,09423560,2018-07-19 08:00,6.83
