WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.92,71.4,115,09423560,2018-06-29 00:00,7.98
1.97,71.3,119,09423560,2018-06-29 00:15,8.01
2.00,71.2,122,09423560,2018-06-29 00:30,8.05
1.98,71.1,122,09423560,2018-06-29 00:45,8.08
2.01,71.0,125,09423560,2018-06-29 01:00,8.09
2.03,70.8,128,09423560,2018-06-29 01:15,8.14
2.04,70.7,129,09423560,2018-06-29 01:30,8.15
2.05,70.5,131,09423560,2018-06-29 01:45,8.17
2.02,70.3,129,09423560,2018-06-29 02:00,8.18
1.99,70.2,128,09423560,2018-06-29 02:15,8.20
2.02,70.0,130,09423560,2018-06-29 02:30,8.21
2.03,69.8,132,09423560,2018-06-29 02:45,8.22
2.01,69.6,130,09423560,2018-06-29 03:00,8.21
2.02,69.4,130,09423560,2018-06-29 03:15,8.21
1.95,69.3,125,09423560,2018-06-29 03:30,8.20
1.96,69.1,125,09423560,2018-06-29 03:45,8.18
1.98,69.0,126,09423560,2018-06-29 04:00,8.16
1.90,68.8,120,09423560,2018-06-29 04:15,8.14
1.86,68.7,117,09423560,2018-06-29 04:30,8.13
1.90,68.6,118,09423560,2018-06-29 04:45,8.11
1.88,68.5,115,09423560,2018-06-29 05:00,8.07
1.83,68.4,111,09423560,2018-06-29 05:15,8.04
1.78,68.3,107,09423560,2018-06-29 05:30,8.01
1.77,68.2,105,09423560,2018-06-29 05:45,7.96
1.60,68.1,93.7,09423560,2018-06-29 06:00,7.91
1.69,68.0,97.4,09423560,2018-06-29 06:15,7.86
1.65,68.0,93.3,09423560,2018-06-29 06:30,7.80
1.58,68.0,87.1,09423560,2018-06-29 06:45,7.74
1.59,67.9,85.9,09423560,2018-06-29 07:00,7.68
1.52,67.9,79.9,09423560,2018-06-29 07:15,7.60
1.47,67.9,75.4,09423560,2018-06-29 07:30,7.53
1.45,67.9,72.3,09423560,2018-06-29 07:45,7.45
1.43,67.9,68.9,09423560,2018-06-29 08:00,7.36
1.34,68.0,62.7,09423560,2018-06-29 08:15,7.28
1.25,68.0,56.4,09423560,2018-06-29 08:30,7.19
1.23,68.1,53.5,09423560,2018-06-29 08:45,7.10
1.12,68.2,46.5,09423560,2018-06-29 09:00,6.99
1.05,68.3,42.1,09423560,2018-06-29 09:15,6.89
1.00,68.4,38.7,09423560,2018-06-29 09:30,6.80
0.96,68.5,35.8,09423560,2018-06-29 09:45,6.71
0.92,68.7,32.3,09423560,2018-06-29 10:00,6.59
0.76,68.9,25.7,09423560,2018-06-29 10:15,6.50
0.79,69.1,25.5,09423560,2018-06-29 10:30,6.40
