WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
2.06,70.7,130,09423560,2018-06-30 00:00,8.15
2.05,70.6,131,09423560,2018-06-30 00:15,8.18
2.10,70.5,135,09423560,2018-06-30 00:30,8.20
2.07,70.4,134,09423560,2018-06-30 00:45,8.21
2.12,70.3,136,09423560,2018-06-30 01:00,8.20
2.05,70.2,133,09423560,2018-06-30 01:15,8.22
2.04,70.1,133,09423560,2018-06-30 01:30,8.23
2.07,70.0,134,09423560,2018-06-30 01:45,8.23
2.05,69.9,134,09423560,2018-06-30 02:00,8.24
2.07,69.8,135,09423560,2018-06-30 02:15,8.24
2.05,69.6,134,09423560,2018-06-30 02:30,8.23
2.01,69.5,130,09423560,2018-06-30 02:45,8.22
1.99,69.4,129,09423560,2018-06-30 03:00,8.22
1.92,69.3,124,09423560,2018-06-30 03:15,8.20
1.97,69.2,127,09423560,2018-06-30 03:30,8.19
1.92,69.1,122,09423560,2018-06-30 03:45,8.16
1.87,69.0,117,09423560,2018-06-30 04:00,8.12
1.85,68.8,115,09423560,2018-06-30 04:15,8.11
1.84,68.8,114,09423560,2018-06-30 04:30,8.09
1.82,68.6,111,09423560,2018-06-30 04:45,8.04
1.82,68.6,110,09423560,2018-06-30 05:00,8.02
1.79,68.4,107,09423560,2018-06-30 05:15,7.98
1.74,68.4,103,09423560,2018-06-30 05:30,7.94
1.69,68.3,98.0,09423560,2018-06-30 05:45,7.88
1.68,68.2,95.3,09423560,2018-06-30 06:00,7.81
1.60,68.1,89.1,09423560,2018-06-30 06:15,7.77
1.61,68.1,87.8,09423560,2018-06-30 06:30,7.69
1.55,68.0,82.1,09423560,2018-06-30 06:45,7.62
1.50,68.0,78.1,09423560,2018-06-30 07:00,7.57
1.44,68.0,72.9,09423560,2018-06-30 07:15,7.49
1.38,68.0,67.6,09423560,2018-06-30 07:30,7.40
1.36,68.0,64.4,09423560,2018-06-30 07:45,7.31
1.32,68.1,60.3,09423560,2018-06-30 08:00,7.22
1.27,68.2,56.0,09423560,2018-06-30 08:15,7.13
1.19,68.2,50.3,09423560,2018-06-30 08:30,7.04
1.09,68.3,44.3,09423560,2018-06-30 08:45,6.94
1.08,68.4,42.3,09423560,2018-06-30 09:00,6.84
1.04,68.6,39.3,09423560,2018-06-30 09:15,6.75
0.95,68.7,34.0,09423560,2018-06-30 09:30,6.64
0.92,68.9,31.6,09423560,2018-06-30 09:45,6.55
0.86,69.1,28.3,09423560,2018-06-30 10:00,6.45
0.77,69.3,24.3,09423560,2018-06-30 10:15,6.36
0.71,69.6,21.4,09423560,2018-06-30 10:30,6.27
0.62,69.8,18.0,09423560,2018-06-30 10:45,6.19
0.56,70.1,15.6,09423560,2018-06-30 11:00,6.11
0.42,70.6,11.3,09423560,2018-06-30 11:15,6.04
0.41,71.0,10.6,09423560,2018-06-30 11:30,5.97
0.22,71.6,5.42,09423560,2018-06-30 11:45,5.92
0.11,72.4,2.64,09423560,2018-06-30 12:00,5.87
0.16,73.3,3.78,09423560,2018-06-30 12:15,5.84
,74.0,3.09,09423560,2018-06-30 12:30,5.85
0.10,74.4,2.37,09423560,2018-06-30 12:45,5.85
0.15,74.9,3.70,09423560,2018-06-30 13:00,5.92
,75.3,3.03,09423560,2018-06-30 13:15,5.89
0.10,75.8,2.45,09423560,2018-06-30 13:30,5.91
0.09,76.1,2.19,09423560,2018-06-30 13:45,5.90
,76.7,2.04,09423560,2018-06-30 14:00,5.87
0.08,77.2,1.93,09423560,2018-06-30 14:15,5.88
,77.5,2.18,09423560,2018-06-30 14:30,5.89
0.10,77.7,2.41,09423560,2018-06-30 14:45,5.88
0.24,78.2,5.85,09423560,2018-06-30 15:00,5.90
0.29,76.7,7.26,09423560,2018-06-30 15:15,5.95
0.27,78.0,6.86,09423560,2018-06-30 15:30,5.98
0.50,76.0,13.2,09423560,2018-06-30 15:45,6.01
0.61,73.4,16.6,09423560,2018-06-30 16:00,6.07
0.70,72.6,19.4,09423560,2018-06-30 16:15,6.11
0.77,72.1,22.2,09423560,2018-06-30 16:30,6.18
0.90,71.9,26.7,09423560,2018-06-30 16:45,6.24
0.96,71.7,29.8,09423560,2018-06-30 17:00,6.31
1.07,71.6,34.3,09423560,2018-06-30 17:15,6.38
1.15,71.5,38.2,09423560,2018-06-30 17:30,6.46
1.25,71.3,43.4,09423560,2018-06-30 17:45,6.56
1.32,71.2,47.4,09423560,2018-06-30 18:00,6.64
1.34,71.0,49.8,09423560,2018-06-30 18:15,6.72
1.42,70.9,54.5,09423560,2018-06-30 18:30,6.80
1.48,70.7,58.5,09423560,2018-06-30 18:45,6.88
1.53,70.6,62.6,09423560,2018-06-30 19:00,6.97
1.57,70.5,66.7,09423560,2018-06-30 19:15,7.06
1.63,70.4,72.3,09423560,2018-06-30 19:30,7.15
1.69,70.4,77.7,09423560,2018-06-30 19:45,7.24
1.71,70.4,81.2,09423560,2018-06-30 20:00,7.32
1.73,70.4,84.7,09423560,2018-06-30 20:15,7.40
1.76,70.4,87.7,09423560,2018-06-30 20:30,7.45
1.78,70.5,91.3,09423560,2018-06-30 20:45,7.53
1.79,70.6,94.2,09423560,2018-06-30 21:00,7.60
1.81,70.7,97.2,09423560,2018-06-30 21:15,7.67
1.80,70.8,99.0,09423560,2018-06-30 21:30,7.73
1.81,70.9,101,09423560,2018-06-30 21:45,7.79
1.76,71.0,101,09423560,2018-06-30 22:00,7.85
1.85,71.1,108,09423560,2018-06-30 22:15,7.91
1.93,71.2,114,09423560,2018-06-30 22:30,7.94
1.93,71.2,115,09423560,2018-06-30 22:45,7.98
1.99,71.3,120,09423560,2018-06-30 23:00,8.03
2.01,71.3,123,09423560,2018-06-30 23:15,8.06
2.01,71.3,125,09423560,2018-06-30 23:30,8.10
2.07,71.2,129,09423560,2018-06-30 23:45,8.11
