WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.71,72.0,78.3,09423560,2018-07-07 21:30,7.23
1.77,72.0,83.3,09423560,2018-07-07 21:45,7.30
1.77,72.0,85.6,09423560,2018-07-07 22:00,7.37
1.80,72.1,89.0,09423560,2018-07-07 22:15,7.43
1.80,72.2,90.6,09423560,2018-07-07 22:30,7.48
1.82,72.3,94.3,09423560,2018-07-07 22:45,7.56
1.80,72.4,95.3,09423560,2018-07-07 23:00,7.62
1.80,72.4,96.7,09423560,2018-07-07 23:15,7.67
1.82,72.5,99.0,09423560,2018-07-07 23:30,7.70
1.83,72.6,102,09423560,2018-07-07 23:45,7.77
