WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.82,72.9,92.3,09423560,2018-07-18 00:00,7.49
1.82,72.7,93.8,09423560,2018-07-18 00:15,7.55
1.82,72.6,95.8,09423560,2018-07-18 00:30,7.61
1.83,72.5,98.9,09423560,2018-07-18 00:45,7.68
1.84,72.3,101,09423560,2018-07-18 01:00,7.72
1.85,72.2,103,09423560,2018-07-18 01:15,7.77
1.82,72.0,103,09423560,2018-07-18 01:30,7.82
1.82,71.9,105,09423560,2018-07-18 01:45,7.87
1.82,71.8,105,09423560,2018-07-18 02:00,7.88
1.81,71.6,106,09423560,2018-07-18 02:15,7.91
1.80,71.5,105,09423560,2018-07-18 02:30,7.92
1.79,71.3,105,09423560,2018-07-18 02:45,7.91
1.78,71.2,103,09423560,2018-07-18 03:00,7.89
1.77,71.1,103,09423560,2018-07-18 03:15,7.89
1.77,71.0,102,09423560,2018-07-18 03:30,7.87
1.75,70.8,101,09423560,2018-07-18 03:45,7.86
1.72,70.7,98.3,09423560,2018-07-18 04:00,7.84
1.73,70.6,97.9,09423560,2018-07-18 04:15,7.81
1.71,70.6,95.5,09423560,2018-07-18 04:30,7.77
1.71,70.5,94.6,09423560,2018-07-18 04:45,7.74
1.72,70.4,94.2,09423560,2018-07-18 05:00,7.71
1.68,70.3,90.8,09423560,2018-07-18 05:15,7.67
1.65,70.3,88.0,09423560,2018-07-18 05:30,7.63
1.60,70.2,83.1,09423560,2018-07-18 05:45,7.57
1.61,70.2,82.6,09423560,2018-07-18 06:00,7.52
1.59,70.2,79.6,09423560,2018-07-18 06:15,7.47
1.59,70.1,78.5,09423560,2018-07-18 06:30,7.43
1.52,70.1,73.1,09423560,2018-07-18 06:45,7.36
1.49,70.1,69.7,09423560,2018-07-18 07:00,7.29
1.46,70.1,66.7,09423560,2018-07-18 07:15,7.23
1.38,70.1,61.6,09423560,2018-07-18 07:30,7.17
1.38,70.2,60.3,09423560,2018-07-18 07:45,7.12
1.33,70.4,56.5,09423560,2018-07-18 08:00,7.05
1.30,70.2,53.6,09423560,2018-07-18 08:15,6.98
1.22,70.2,49.2,09423560,2018-07-18 08:30,6.92
1.19,70.5,46.8,09423560,2018-07-18 08:45,6.85
1.19,70.7,45.7,09423560,2018-07-18 09:00,6.79
1.16,70.8,43.3,09423560,2018-07-18 09:15,6.72
1.08,70.9,39.2,09423560,2018-07-18 09:30,6.65
1.06,71.1,37.6,09423560,2018-07-18 09:45,6.60
1.06,71.3,36.7,09423560,2018-07-18 10:00,6.54
1.04,71.5,35.0,09423560,2018-07-18 10:15,6.48
1.03,71.7,33.6,09423560,2018-07-18 10:30,6.41
0.93,71.8,29.2,09423560,2018-07-18 10:45,6.35
0.91,72.0,27.7,09423560,2018-07-18 11:00,6.29
0.93,72.2,27.6,09423560,2018-07-18 11:15,6.24
0.86,72.4,25.0,09423560,2018-07-18 11:30,6.20
0.86,72.6,24.2,09423560,2018-07-18 11:45,6.14
0.83,72.7,22.8,09423560,2018-07-18 12:00,6.09
0.75,72.9,20.1,09423560,2018-07-18 12:15,6.05
0.66,73.1,17.3,09423560,2018-07-18 12:30,6.01
0.67,73.2,17.2,09423560,2018-07-18 12:45,5.97
0.61,73.4,15.4,09423560,2018-07-18 13:00,5.93
0.56,73.6,13.9,09423560,2018-07-18 13:15,5.90
0.52,73.9,12.7,09423560,2018-07-18 13:30,5.86
0.46,74.2,11.1,09423560,2018-07-18 13:45,5.84
0.37,74.5,8.89,09423560,2018-07-18 14:00,5.82
0.39,74.7,9.21,09423560,2018-07-18 14:15,5.79
0.29,75.1,6.56,09423560,2018-07-18 14:30,5.76
0.32,75.5,7.38,09423560,2018-07-18 14:45,5.74
0.19,75.8,4.25,09423560,2018-07-18 15:00,5.74
0.17,76.3,3.71,09423560,2018-07-18 15:15,5.70
0.15,76.5,3.32,09423560,2018-07-18 15:30,5.72
0.10,76.9,2.20,09423560,2018-07-18 15:45,5.71
,77.1,2.36,09423560,2018-07-18 16:00,5.75
0.11,77.3,2.46,09423560,2018-07-18 16:15,5.74
0.08,77.6,1.81,09423560,2018-07-18 16:30,5.76
0.10,78.4,2.24,09423560,2018-07-18 16:45,5.74
0.14,78.6,3.10,09423560,2018-07-18 17:00,5.72
0.12,78.7,2.68,09423560,2018-07-18 17:15,5.74
,78.7,2.24,09423560,2018-07-18 17:30,5.74
0.08,78.8,1.78,09423560,2018-07-18 17:45,5.73
0.12,78.7,2.70,09423560,2018-07-18 18:00,5.75
0.19,77.7,4.30,09423560,2018-07-18 18:15,5.76
0.28,77.8,6.44,09423560,2018-07-18 18:30,5.79
0.29,78.3,6.82,09423560,2018-07-18 18:45,5.83
0.44,75.9,10.6,09423560,2018-07-18 19:00,5.84
0.56,74.4,13.7,09423560,2018-07-18 19:15,5.87
0.64,73.9,16.0,09423560,2018-07-18 19:30,5.91
0.83,73.6,21.0,09423560,2018-07-18 19:45,5.94
0.87,73.5,22.6,09423560,2018-07-18 20:00,6.00
0.97,73.4,26.4,09423560,2018-07-18 20:15,6.06
1.08,73.4,30.6,09423560,2018-07-18 20:30,6.14
1.19,73.4,35.4,09423560,2018-07-18 20:45,6.23
1.28,73.4,39.8,09423560,2018-07-18 21:00,6.32
1.37,73.4,44.9,09423560,2018-07-18 21:15,6.43
1.44,73.4,49.3,09423560,2018-07-18 21:30,6.53
1.50,73.4,53.9,09423560,2018-07-18 21:45,6.64
1.58,73.4,59.4,09423560,2018-07-18 22:00,6.75
1.61,73.4,63.4,09423560,2018-07-18 22:15,6.85
1.67,73.4,68.5,09423560,2018-07-18 22:30,6.96
1.74,73.3,74.4,09423560,2018-07-18 22:45,7.06
1.77,73.3,79.2,09423560,2018-07-18 23:00,7.17
1.81,73.2,83.9,09423560,2018-07-18 23:15,7.26
1.83,73.1,87.8,09423560,2018-07-18 23:30,7.35
1.82,73.0,90.4,09423560,2018-07-18 23:45,7.44
