WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.61,72.1,68.6,09423560,2018-07-14 00:00,7.05
1.64,72.0,71.4,09423560,2018-07-14 00:15,7.10
1.69,72.0,75.1,09423560,2018-07-14 00:30,7.15
1.66,71.9,74.7,09423560,2018-07-14 00:45,7.18
1.72,71.8,78.9,09423560,2018-07-14 01:00,7.23
1.70,71.8,79.3,09423560,2018-07-14 01:15,7.27
1.72,71.7,81.1,09423560,2018-07-14 01:30,7.30
1.74,71.6,83.0,09423560,2018-07-14 01:45,7.33
1.72,71.6,83.4,09423560,2018-07-14 02:00,7.37
1.72,71.5,84.0,09423560,2018-07-14 02:15,7.39
1.70,71.5,84.0,09423560,2018-07-14 02:30,7.42
1.71,71.4,84.8,09423560,2018-07-14 02:45,7.43
1.74,71.4,86.9,09423560,2018-07-14 03:00,7.45
1.71,71.4,86.1,09423560,2018-07-14 03:15,7.47
1.74,71.4,87.9,09423560,2018-07-14 03:30,7.48
1.71,71.4,86.4,09423560,2018-07-14 03:45,7.48
1.69,71.4,85.4,09423560,2018-07-14 04:00,7.48
1.68,71.4,84.3,09423560,2018-07-14 04:15,7.46
1.66,71.4,83.0,09423560,2018-07-14 04:30,7.45
1.63,71.4,81.2,09423560,2018-07-14 04:45,7.44
1.64,71.3,81.1,09423560,2018-07-14 05:00,7.42
1.63,71.3,79.7,09423560,2018-07-14 05:15,7.39
1.57,71.3,75.7,09423560,2018-07-14 05:30,7.37
1.53,71.2,73.0,09423560,2018-07-14 05:45,7.34
1.59,71.2,74.4,09423560,2018-07-14 06:00,7.29
1.49,71.2,68.9,09423560,2018-07-14 06:15,7.26
1.51,71.1,68.7,09423560,2018-07-14 06:30,7.22
1.55,71.1,69.1,09423560,2018-07-14 06:45,7.17
1.48,71.1,64.9,09423560,2018-07-14 07:00,7.13
1.39,71.1,59.7,09423560,2018-07-14 07:15,7.08
1.41,71.1,59.0,09423560,2018-07-14 07:30,7.02
1.32,71.1,54.0,09423560,2018-07-14 07:45,6.96
1.30,71.2,52.2,09423560,2018-07-14 08:00,6.91
1.32,71.2,51.8,09423560,2018-07-14 08:15,6.85
1.22,71.3,46.8,09423560,2018-07-14 08:30,6.79
1.24,71.3,46.4,09423560,2018-07-14 08:45,6.73
1.19,71.4,43.5,09423560,2018-07-14 09:00,6.67
1.13,71.5,40.3,09423560,2018-07-14 09:15,6.61
1.16,71.6,40.4,09423560,2018-07-14 09:30,6.56
1.12,71.6,37.8,09423560,2018-07-14 09:45,6.49
1.08,71.8,35.8,09423560,2018-07-14 10:00,6.45
1.06,71.9,34.0,09423560,2018-07-14 10:15,6.38
1.00,72.1,31.4,09423560,2018-07-14 10:30,6.33
0.95,72.2,28.8,09423560,2018-07-14 10:45,6.28
0.91,72.4,26.9,09423560,2018-07-14 11:00,6.23
0.89,72.5,25.6,09423560,2018-07-14 11:15,6.18
0.84,72.7,23.6,09423560,2018-07-14 11:30,6.13
0.83,72.9,22.8,09423560,2018-07-14 11:45,6.09
0.80,73.1,21.3,09423560,2018-07-14 12:00,6.04
0.73,73.4,19.0,09423560,2018-07-14 12:15,6.00
0.71,73.6,18.3,09423560,2018-07-14 12:30,5.97
0.62,73.7,15.7,09423560,2018-07-14 12:45,5.94
0.53,74.1,13.2,09423560,2018-07-14 13:00,5.90
0.53,74.3,13.1,09423560,2018-07-14 13:15,5.88
0.47,74.6,11.4,09423560,2018-07-14 13:30,5.85
0.39,75.0,9.36,09423560,2018-07-14 13:45,5.82
0.35,75.3,8.33,09423560,2018-07-14 14:00,5.80
0.26,75.6,5.95,09423560,2018-07-14 14:15,5.78
0.24,76.0,5.43,09423560,2018-07-14 14:30,5.76
0.15,76.5,3.43,09423560,2018-07-14 14:45,5.78
0.10,77.1,2.30,09423560,2018-07-14 15:00,5.79
0.09,77.2,2.05,09423560,2018-07-14 15:15,5.77
0.07,77.4,1.60,09423560,2018-07-14 15:30,5.78
0.08,77.5,1.84,09423560,2018-07-14 15:45,5.79
0.08,78.0,1.81,09423560,2018-07-14 16:00,5.76
0.11,78.0,2.49,09423560,2018-07-14 16:15,5.76
0.14,78.3,3.17,09423560,2018-07-14 16:30,5.76
0.08,78.1,1.83,09423560,2018-07-14 16:45,5.78
0.14,78.0,3.20,09423560,2018-07-14 17:00,5.78
0.15,78.6,3.47,09423560,2018-07-14 17:15,5.80
0.23,78.7,5.32,09423560,2018-07-14 17:30,5.80
0.23,79.0,5.47,09423560,2018-07-14 17:45,5.85
0.32,79.0,7.89,09423560,2018-07-14 18:00,5.86
0.15,76.9,3.74,09423560,2018-07-14 18:15,5.94
0.34,75.3,8.65,09423560,2018-07-14 18:30,5.92
0.46,74.2,11.7,09423560,2018-07-14 18:45,5.94
0.60,73.7,15.3,09423560,2018-07-14 19:00,5.95
0.69,73.4,17.8,09423560,2018-07-14 19:15,5.98
0.68,73.2,18.0,09423560,2018-07-14 19:30,6.02
0.74,73.1,20.0,09423560,2018-07-14 19:45,6.06
0.80,73.0,22.1,09423560,2018-07-14 20:00,6.10
0.95,72.9,26.5,09423560,2018-07-14 20:15,6.12
0.94,72.9,26.8,09423560,2018-07-14 20:30,6.16
1.09,72.8,32.3,09423560,2018-07-14 20:45,6.22
1.12,72.8,34.2,09423560,2018-07-14 21:00,6.28
1.20,72.8,37.9,09423560,2018-07-14 21:15,6.35
1.29,72.8,42.5,09423560,2018-07-14 21:30,6.44
1.38,72.8,47.1,09423560,2018-07-14 21:45,6.52
1.43,72.8,50.8,09423560,2018-07-14 22:00,6.61
1.51,72.9,55.4,09423560,2018-07-14 22:15,6.69
1.57,72.9,60.0,09423560,2018-07-14 22:30,6.79
1.61,72.9,64.1,09423560,2018-07-14 22:45,6.88
1.70,72.9,70.0,09423560,2018-07-14 23:00,6.97
1.70,72.9,73.0,09423560,2018-07-14 23:15,7.07
1.77,72.9,78.6,09423560,2018-07-14 23:30,7.15
1.82,72.9,83.9,09423560,2018-07-14 23:45,7.24
