WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.82,71.4,89.4,09423560,2018-07-13 00:00,7.41
1.80,71.4,90.6,09423560,2018-07-13 00:15,7.48
1.82,71.2,94.1,09423560,2018-07-13 00:30,7.55
1.81,71.1,94.9,09423560,2018-07-13 00:45,7.59
1.83,70.9,97.8,09423560,2018-07-13 01:00,7.64
1.81,70.8,97.9,09423560,2018-07-13 01:15,7.68
1.83,70.6,101,09423560,2018-07-13 01:30,7.73
1.81,70.4,101,09423560,2018-07-13 01:45,7.76
1.81,70.3,102,09423560,2018-07-13 02:00,7.79
1.83,70.1,103,09423560,2018-07-13 02:15,7.80
1.82,70.0,103,09423560,2018-07-13 02:30,7.82
1.80,69.9,102,09423560,2018-07-13 02:45,7.81
1.79,69.8,102,09423560,2018-07-13 03:00,7.83
1.80,69.7,102,09423560,2018-07-13 03:15,7.82
1.76,69.6,99.2,09423560,2018-07-13 03:30,7.80
1.76,69.5,98.9,09423560,2018-07-13 03:45,7.79
1.73,69.4,96.6,09423560,2018-07-13 04:00,7.77
1.75,69.3,97.1,09423560,2018-07-13 04:15,7.75
1.72,69.3,94.8,09423560,2018-07-13 04:30,7.73
1.71,69.3,93.0,09423560,2018-07-13 04:45,7.69
1.67,69.2,90.2,09423560,2018-07-13 05:00,7.67
1.67,69.2,89.0,09423560,2018-07-13 05:15,7.63
1.64,69.2,86.2,09423560,2018-07-13 05:30,7.59
1.63,69.3,84.2,09423560,2018-07-13 05:45,7.54
1.59,69.3,79.9,09423560,2018-07-13 06:00,7.48
1.57,69.3,77.5,09423560,2018-07-13 06:15,7.43
1.53,69.4,74.1,09423560,2018-07-13 06:30,7.38
1.56,69.4,73.5,09423560,2018-07-13 06:45,7.31
1.49,69.5,69.2,09423560,2018-07-13 07:00,7.27
1.46,69.6,66.2,09423560,2018-07-13 07:15,7.21
1.47,69.7,64.8,09423560,2018-07-13 07:30,7.14
1.41,69.8,60.3,09423560,2018-07-13 07:45,7.07
1.35,69.8,56.3,09423560,2018-07-13 08:00,7.01
1.37,69.9,55.8,09423560,2018-07-13 08:15,6.95
1.31,70.1,52.2,09423560,2018-07-13 08:30,6.89
1.27,70.2,49.3,09423560,2018-07-13 08:45,6.82
1.22,70.2,46.2,09423560,2018-07-13 09:00,6.76
1.19,70.4,43.8,09423560,2018-07-13 09:15,6.69
1.15,70.6,41.3,09423560,2018-07-13 09:30,6.63
1.06,70.7,37.1,09423560,2018-07-13 09:45,6.57
1.06,70.8,36.2,09423560,2018-07-13 10:00,6.51
1.05,71.0,34.9,09423560,2018-07-13 10:15,6.45
1.03,71.2,33.2,09423560,2018-07-13 10:30,6.39
1.03,71.4,32.4,09423560,2018-07-13 10:45,6.34
0.96,71.5,29.5,09423560,2018-07-13 11:00,6.29
0.93,71.6,27.5,09423560,2018-07-13 11:15,6.23
0.91,71.8,26.2,09423560,2018-07-13 11:30,6.18
0.83,72.0,23.4,09423560,2018-07-13 11:45,6.14
0.86,72.3,23.6,09423560,2018-07-13 12:00,6.09
0.77,72.5,20.7,09423560,2018-07-13 12:15,6.05
0.73,72.7,19.2,09423560,2018-07-13 12:30,6.01
0.74,72.9,19.0,09423560,2018-07-13 12:45,5.97
0.63,73.2,16.0,09423560,2018-07-13 13:00,5.94
0.60,73.4,14.9,09423560,2018-07-13 13:15,5.90
0.58,73.7,14.3,09423560,2018-07-13 13:30,5.88
0.47,73.9,11.4,09423560,2018-07-13 13:45,5.85
0.43,74.2,10.4,09423560,2018-07-13 14:00,5.83
0.42,74.4,10.0,09423560,2018-07-13 14:15,5.81
0.34,74.8,8.06,09423560,2018-07-13 14:30,5.79
0.33,74.6,7.78,09423560,2018-07-13 14:45,5.78
0.37,74.5,8.50,09423560,2018-07-13 15:00,5.74
0.37,73.8,8.30,09423560,2018-07-13 15:15,5.70
0.33,73.6,7.25,09423560,2018-07-13 15:30,5.66
0.43,73.5,9.27,09423560,2018-07-13 15:45,5.64
0.33,73.5,7.47,09423560,2018-07-13 16:00,5.71
0.30,73.5,6.52,09423560,2018-07-13 16:15,5.69
0.32,73.5,6.99,09423560,2018-07-13 16:30,5.70
0.27,73.6,6.11,09423560,2018-07-13 16:45,5.76
0.21,73.6,4.83,09423560,2018-07-13 17:00,5.79
0.20,73.6,4.65,09423560,2018-07-13 17:15,5.81
0.24,73.6,5.59,09423560,2018-07-13 17:30,5.81
0.36,73.4,8.61,09423560,2018-07-13 17:45,5.81
0.40,73.1,9.65,09423560,2018-07-13 18:00,5.83
0.52,72.8,12.5,09423560,2018-07-13 18:15,5.84
0.59,72.6,14.4,09423560,2018-07-13 18:30,5.86
0.65,72.5,16.0,09423560,2018-07-13 18:45,5.89
0.73,72.4,18.4,09423560,2018-07-13 19:00,5.93
0.78,72.4,20.0,09423560,2018-07-13 19:15,5.97
0.86,72.4,22.7,09423560,2018-07-13 19:30,6.02
0.95,72.4,25.6,09423560,2018-07-13 19:45,6.06
0.96,72.4,26.7,09423560,2018-07-13 20:00,6.12
1.02,72.4,29.5,09423560,2018-07-13 20:15,6.17
1.13,72.4,33.4,09423560,2018-07-13 20:30,6.22
1.17,72.4,35.9,09423560,2018-07-13 20:45,6.29
1.16,72.5,36.6,09423560,2018-07-13 21:00,6.35
1.26,72.5,40.9,09423560,2018-07-13 21:15,6.41
1.32,72.4,44.3,09423560,2018-07-13 21:30,6.48
1.36,72.4,46.8,09423560,2018-07-13 21:45,6.54
1.38,72.4,49.0,09423560,2018-07-13 22:00,6.61
1.39,72.4,50.6,09423560,2018-07-13 22:15,6.67
1.47,72.4,54.9,09423560,2018-07-13 22:30,6.73
1.51,72.3,57.7,09423560,2018-07-13 22:45,6.79
1.54,72.3,60.3,09423560,2018-07-13 23:00,6.85
1.55,72.2,61.9,09423560,2018-07-13 23:15,6.90
1.60,72.2,65.7,09423560,2018-07-13 23:30,6.96
1.59,72.1,66.2,09423560,2018-07-13 23:45,7.01
