WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.81,72.3,100,09423560,2018-07-09 00:00,7.76
1.80,72.3,101,09423560,2018-07-09 00:15,7.80
1.80,72.4,103,09423560,2018-07-09 00:30,7.85
1.91,72.4,111,09423560,2018-07-09 00:45,7.90
1.88,72.4,110,09423560,2018-07-09 01:00,7.93
1.91,72.3,113,09423560,2018-07-09 01:15,7.97
1.96,72.3,117,09423560,2018-07-09 01:30,7.99
1.91,72.2,115,09423560,2018-07-09 01:45,8.01
1.93,72.1,117,09423560,2018-07-09 02:00,8.03
1.97,72.0,120,09423560,2018-07-09 02:15,8.04
1.92,71.9,117,09423560,2018-07-09 02:30,8.04
1.91,71.8,117,09423560,2018-07-09 02:45,8.06
1.91,71.7,116,09423560,2018-07-09 03:00,8.04
1.90,71.6,116,09423560,2018-07-09 03:15,8.05
1.88,71.4,115,09423560,2018-07-09 03:30,8.05
1.88,71.3,114,09423560,2018-07-09 03:45,8.03
1.90,71.2,114,09423560,2018-07-09 04:00,8.01
1.85,71.1,111,09423560,2018-07-09 04:15,8.00
1.78,71.0,106,09423560,2018-07-09 04:30,7.98
1.81,71.0,107,09423560,2018-07-09 04:45,7.96
1.74,70.9,102,09423560,2018-07-09 05:00,7.92
1.69,70.8,97.5,09423560,2018-07-09 05:15,7.87
1.69,70.8,96.8,09423560,2018-07-09 05:30,7.85
1.72,70.8,96.9,09423560,2018-07-09 05:45,7.80
1.65,70.7,91.2,09423560,2018-07-09 06:00,7.74
1.64,70.7,89.2,09423560,2018-07-09 06:15,7.69
1.58,70.7,84.0,09423560,2018-07-09 06:30,7.64
1.54,70.7,79.6,09423560,2018-07-09 06:45,7.56
1.51,70.7,76.1,09423560,2018-07-09 07:00,7.49
1.52,70.7,74.7,09423560,2018-07-09 07:15,7.42
1.42,70.8,67.7,09423560,2018-07-09 07:30,7.34
1.39,70.9,64.0,09423560,2018-07-09 07:45,7.25
1.29,71.0,57.6,09423560,2018-07-09 08:00,7.17
1.29,71.1,55.4,09423560,2018-07-09 08:15,7.08
1.20,71.2,49.5,09423560,2018-07-09 08:30,6.98
1.16,71.3,46.3,09423560,2018-07-09 08:45,6.89
1.11,71.4,42.6,09423560,2018-07-09 09:00,6.79
1.04,71.6,38.2,09423560,2018-07-09 09:15,6.68
0.96,71.7,33.6,09423560,2018-07-09 09:30,6.59
0.92,71.9,30.7,09423560,2018-07-09 09:45,6.48
0.87,72.1,27.7,09423560,2018-07-09 10:00,6.38
0.79,72.3,24.0,09423560,2018-07-09 10:15,6.28
0.74,72.5,21.4,09423560,2018-07-09 10:30,6.19
0.67,72.4,18.6,09423560,2018-07-09 10:45,6.11
0.56,72.9,14.8,09423560,2018-07-09 11:00,6.02
0.55,73.4,14.0,09423560,2018-07-09 11:15,5.94
0.45,73.9,11.1,09423560,2018-07-09 11:30,5.88
0.30,74.5,7.01,09423560,2018-07-09 11:45,5.82
0.24,75.4,5.45,09423560,2018-07-09 12:00,5.77
0.12,76.2,2.73,09423560,2018-07-09 12:15,5.77
0.24,76.7,5.42,09423560,2018-07-09 12:30,5.76
0.14,77.2,3.27,09423560,2018-07-09 12:45,5.82
0.12,77.5,2.91,09423560,2018-07-09 13:00,5.89
0.18,78.2,4.39,09423560,2018-07-09 13:15,5.90
0.15,79.0,3.60,09423560,2018-07-09 13:30,5.87
0.08,79.6,1.88,09423560,2018-07-09 13:45,5.83
0.11,79.7,2.50,09423560,2018-07-09 14:00,5.77
0.13,80.1,2.94,09423560,2018-07-09 14:15,5.76
0.10,80.9,2.25,09423560,2018-07-09 14:30,5.75
0.10,81.4,2.26,09423560,2018-07-09 14:45,5.76
0.10,81.6,2.34,09423560,2018-07-09 15:00,5.82
0.09,82.1,2.08,09423560,2018-07-09 15:15,5.80
,82.2,2.32,09423560,2018-07-09 15:30,5.81
0.11,82.0,2.56,09423560,2018-07-09 15:45,5.81
0.13,82.0,3.01,09423560,2018-07-09 16:00,5.80
0.11,82.0,2.56,09423560,2018-07-09 16:15,5.81
0.31,81.9,7.25,09423560,2018-07-09 16:30,5.82
0.32,80.2,7.60,09423560,2018-07-09 16:45,5.85
0.44,80.4,11.0,09423560,2018-07-09 17:00,5.90
0.48,76.9,12.2,09423560,2018-07-09 17:15,5.94
0.62,75.2,16.3,09423560,2018-07-09 17:30,6.01
0.70,74.7,19.0,09423560,2018-07-09 17:45,6.07
0.76,74.5,21.7,09423560,2018-07-09 18:00,6.16
0.85,74.2,25.2,09423560,2018-07-09 18:15,6.24
1.00,74.0,31.3,09423560,2018-07-09 18:30,6.33
1.03,73.9,33.4,09423560,2018-07-09 18:45,6.40
1.10,73.7,36.3,09423560,2018-07-09 19:00,6.44
1.32,73.5,44.8,09423560,2018-07-09 19:15,6.51
1.36,73.3,47.4,09423560,2018-07-09 19:30,6.57
1.34,73.1,48.2,09423560,2018-07-09 19:45,6.64
1.42,73.0,52.5,09423560,2018-07-09 20:00,6.71
1.54,72.8,58.8,09423560,2018-07-09 20:15,6.79
1.58,72.7,62.0,09423560,2018-07-09 20:30,6.86
1.60,72.7,65.0,09423560,2018-07-09 20:45,6.95
1.63,72.6,68.5,09423560,2018-07-09 21:00,7.02
1.63,72.6,71.8,09423560,2018-07-09 21:15,7.13
1.60,72.6,73.5,09423560,2018-07-09 21:30,7.23
1.62,72.5,77.0,09423560,2018-07-09 21:45,7.32
1.68,72.5,80.8,09423560,2018-07-09 22:00,7.35
1.66,72.4,82.9,09423560,2018-07-09 22:15,7.45
1.79,72.4,90.9,09423560,2018-07-09 22:30,7.50
1.81,72.4,94.0,09423560,2018-07-09 22:45,7.57
1.82,72.3,96.9,09423560,2018-07-09 23:00,7.63
1.82,72.3,98.0,09423560,2018-07-09 23:15,7.67
