WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.82,72.5,97.1,09423560,2018-07-20 00:00,7.64
1.85,72.4,101,09423560,2018-07-20 00:15,7.70
1.83,72.3,101,09423560,2018-07-20 00:30,7.74
1.83,72.2,103,09423560,2018-07-20 00:45,7.79
1.84,72.0,105,09423560,2018-07-20 01:00,7.83
1.81,71.9,104,09423560,2018-07-20 01:15,7.86
1.87,71.7,109,09423560,2018-07-20 01:30,7.90
1.91,71.6,111,09423560,2018-07-20 01:45,7.91
1.90,71.5,111,09423560,2018-07-20 02:00,7.93
1.83,71.3,107,09423560,2018-07-20 02:15,7.93
1.92,71.2,113,09423560,2018-07-20 02:30,7.94
1.88,71.0,112,09423560,2018-07-20 02:45,7.96
1.85,70.9,109,09423560,2018-07-20 03:00,7.95
1.84,70.7,108,09423560,2018-07-20 03:15,7.93
1.85,70.6,108,09423560,2018-07-20 03:30,7.93
1.82,70.5,106,09423560,2018-07-20 03:45,7.90
1.82,70.3,105,09423560,2018-07-20 04:00,7.89
1.75,70.2,100,09423560,2018-07-20 04:15,7.84
1.75,70.1,99.3,09423560,2018-07-20 04:30,7.82
1.71,70.0,95.8,09423560,2018-07-20 04:45,7.78
1.69,69.9,93.5,09423560,2018-07-20 05:00,7.74
1.64,69.8,89.3,09423560,2018-07-20 05:15,7.69
1.63,69.8,87.2,09423560,2018-07-20 05:30,7.64
1.60,69.7,83.6,09423560,2018-07-20 05:45,7.57
1.60,69.6,81.8,09423560,2018-07-20 06:00,7.51
1.58,69.6,78.5,09423560,2018-07-20 06:15,7.45
1.49,69.6,72.2,09423560,2018-07-20 06:30,7.38
1.49,69.5,70.0,09423560,2018-07-20 06:45,7.30
1.44,69.5,65.6,09423560,2018-07-20 07:00,7.22
1.40,69.5,61.7,09423560,2018-07-20 07:15,7.14
1.32,69.5,56.1,09423560,2018-07-20 07:30,7.05
1.29,69.5,52.8,09423560,2018-07-20 07:45,6.96
1.25,69.6,49.5,09423560,2018-07-20 08:00,6.87
1.16,69.7,44.2,09423560,2018-07-20 08:15,6.77
1.09,69.8,39.9,09423560,2018-07-20 08:30,6.67
1.08,69.9,38.0,09423560,2018-07-20 08:45,6.58
1.00,70.1,33.7,09423560,2018-07-20 09:00,6.48
0.94,70.3,30.1,09423560,2018-07-20 09:15,6.39
0.90,70.5,27.4,09423560,2018-07-20 09:30,6.29
0.85,70.7,24.7,09423560,2018-07-20 09:45,6.20
0.77,70.9,21.3,09423560,2018-07-20 10:00,6.10
0.76,71.2,19.9,09423560,2018-07-20 10:15,6.01
0.62,71.5,15.6,09423560,2018-07-20 10:30,5.93
0.53,71.9,12.8,09423560,2018-07-20 10:45,5.85
0.44,72.3,10.4,09423560,2018-07-20 11:00,5.79
0.32,72.8,7.07,09423560,2018-07-20 11:15,5.72
0.32,73.6,6.87,09423560,2018-07-20 11:30,5.67
0.11,74.7,2.33,09423560,2018-07-20 11:45,5.65
,75.1,2.23,09423560,2018-07-20 12:00,5.65
0.10,75.4,2.16,09423560,2018-07-20 12:15,5.68
0.15,75.9,3.26,09423560,2018-07-20 12:30,5.69
0.10,76.4,2.24,09423560,2018-07-20 12:45,5.74
0.12,77.0,2.62,09423560,2018-07-20 13:00,5.70
0.10,77.9,2.18,09423560,2018-07-20 13:15,5.70
0.11,78.9,2.37,09423560,2018-07-20 13:30,5.68
0.17,79.6,3.71,09423560,2018-07-20 13:45,5.70
0.26,80.3,5.71,09423560,2018-07-20 14:00,5.71
0.09,80.7,2.00,09423560,2018-07-20 14:15,5.73
,81.2,1.89,09423560,2018-07-20 14:30,5.73
0.08,81.6,1.78,09423560,2018-07-20 14:45,5.73
0.27,82.1,5.90,09423560,2018-07-20 15:00,5.70
0.07,82.3,1.51,09423560,2018-07-20 15:15,5.68
0.08,82.3,1.73,09423560,2018-07-20 15:30,5.68
0.10,82.6,2.15,09423560,2018-07-20 15:45,5.67
0.18,83.0,3.93,09423560,2018-07-20 16:00,5.70
0.11,82.8,2.37,09423560,2018-07-20 16:15,5.68
0.13,83.1,2.84,09423560,2018-07-20 16:30,5.70
0.10,83.2,2.22,09423560,2018-07-20 16:45,5.73
0.10,83.5,2.16,09423560,2018-07-20 17:00,5.68
0.11,83.5,2.45,09423560,2018-07-20 17:15,5.73
0.17,83.6,3.71,09423560,2018-07-20 17:30,5.70
0.32,80.4,7.34,09423560,2018-07-20 17:45,5.73
0.50,80.1,11.7,09423560,2018-07-20 18:00,5.79
0.59,76.0,14.1,09423560,2018-07-20 18:15,5.83
0.71,75.0,17.6,09423560,2018-07-20 18:30,5.90
0.88,74.5,22.6,09423560,2018-07-20 18:45,5.97
0.97,74.3,26.1,09423560,2018-07-20 19:00,6.04
1.09,74.1,30.8,09423560,2018-07-20 19:15,6.13
1.14,73.9,33.7,09423560,2018-07-20 19:30,6.22
1.24,73.8,38.0,09423560,2018-07-20 19:45,6.29
1.28,73.7,41.0,09423560,2018-07-20 20:00,6.38
1.36,73.6,45.4,09423560,2018-07-20 20:15,6.47
1.40,73.5,48.4,09423560,2018-07-20 20:30,6.55
1.46,73.5,52.5,09423560,2018-07-20 20:45,6.64
1.50,73.5,55.7,09423560,2018-07-20 21:00,6.72
1.59,73.5,61.2,09423560,2018-07-20 21:15,6.81
1.61,73.5,64.6,09423560,2018-07-20 21:30,6.90
1.66,73.5,68.4,09423560,2018-07-20 21:45,6.97
1.69,73.5,72.6,09423560,2018-07-20 22:00,7.07
1.73,73.6,76.5,09423560,2018-07-20 22:15,7.14
1.78,73.6,81.3,09423560,2018-07-20 22:30,7.22
1.77,73.6,83.8,09423560,2018-07-20 22:45,7.31
1.79,73.6,87.0,09423560,2018-07-20 23:00,7.38
1.81,73.6,90.6,09423560,2018-07-20 23:15,7.46
1.82,73.6,93.2,09423560,2018-07-20 23:30,7.53
1.81,73.6,94.9,09423560,2018-07-20 23:45,7.59
