WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.81,72.7,92.6,09423560,2018-07-17 00:00,7.52
1.81,72.5,95.0,09423560,2018-07-17 00:15,7.60
1.82,72.4,97.4,09423560,2018-07-17 00:30,7.65
1.82,72.2,98.9,09423560,2018-07-17 00:45,7.70
1.83,72.1,101,09423560,2018-07-17 01:00,7.75
1.83,71.9,103,09423560,2018-07-17 01:15,7.79
1.79,71.8,102,09423560,2018-07-17 01:30,7.82
1.81,71.6,104,09423560,2018-07-17 01:45,7.85
1.79,71.5,103,09423560,2018-07-17 02:00,7.86
1.80,71.4,104,09423560,2018-07-17 02:15,7.88
1.81,71.3,105,09423560,2018-07-17 02:30,7.89
1.80,71.1,105,09423560,2018-07-17 02:45,7.90
1.81,71.0,105,09423560,2018-07-17 03:00,7.90
1.77,70.9,103,09423560,2018-07-17 03:15,7.89
1.80,70.8,104,09423560,2018-07-17 03:30,7.87
1.76,70.8,101,09423560,2018-07-17 03:45,7.86
1.75,70.7,100,09423560,2018-07-17 04:00,7.85
1.77,70.6,100,09423560,2018-07-17 04:15,7.81
1.74,70.6,97.5,09423560,2018-07-17 04:30,7.78
1.77,70.5,98.2,09423560,2018-07-17 04:45,7.75
1.73,70.4,95.0,09423560,2018-07-17 05:00,7.72
1.69,70.4,91.9,09423560,2018-07-17 05:15,7.69
1.70,70.3,90.9,09423560,2018-07-17 05:30,7.64
1.64,70.3,86.5,09423560,2018-07-17 05:45,7.60
1.63,70.2,84.2,09423560,2018-07-17 06:00,7.54
1.63,70.2,82.4,09423560,2018-07-17 06:15,7.48
1.59,70.2,78.5,09423560,2018-07-17 06:30,7.43
1.55,70.1,75.1,09423560,2018-07-17 06:45,7.38
1.55,70.1,73.1,09423560,2018-07-17 07:00,7.31
1.50,70.1,68.8,09423560,2018-07-17 07:15,7.24
1.45,70.1,65.2,09423560,2018-07-17 07:30,7.19
1.42,70.1,62.3,09423560,2018-07-17 07:45,7.13
1.37,70.2,58.1,09423560,2018-07-17 08:00,7.05
1.33,70.2,55.2,09423560,2018-07-17 08:15,7.00
1.26,70.3,51.0,09423560,2018-07-17 08:30,6.93
1.24,70.4,49.1,09423560,2018-07-17 08:45,6.87
1.19,70.5,46.0,09423560,2018-07-17 09:00,6.81
1.14,70.5,42.7,09423560,2018-07-17 09:15,6.73
1.15,70.7,42.2,09423560,2018-07-17 09:30,6.68
1.07,70.8,38.3,09423560,2018-07-17 09:45,6.62
1.05,70.9,36.6,09423560,2018-07-17 10:00,6.56
1.05,71.2,35.5,09423560,2018-07-17 10:15,6.49
0.97,71.4,32.2,09423560,2018-07-17 10:30,6.45
1.03,71.6,33.1,09423560,2018-07-17 10:45,6.38
0.94,71.7,28.9,09423560,2018-07-17 11:00,6.31
0.95,71.9,28.6,09423560,2018-07-17 11:15,6.27
0.86,72.1,25.3,09423560,2018-07-17 11:30,6.22
0.82,72.1,23.6,09423560,2018-07-17 11:45,6.18
0.83,72.3,23.3,09423560,2018-07-17 12:00,6.13
0.76,72.6,20.8,09423560,2018-07-17 12:15,6.08
0.72,72.8,19.2,09423560,2018-07-17 12:30,6.04
0.64,73.1,16.8,09423560,2018-07-17 12:45,6.01
0.65,73.3,16.8,09423560,2018-07-17 13:00,5.98
0.56,73.6,14.3,09423560,2018-07-17 13:15,5.95
0.53,73.7,13.3,09423560,2018-07-17 13:30,5.92
0.51,74.0,12.6,09423560,2018-07-17 13:45,5.88
0.46,74.2,11.2,09423560,2018-07-17 14:00,5.86
0.35,74.5,8.52,09423560,2018-07-17 14:15,5.84
0.35,74.8,8.29,09423560,2018-07-17 14:30,5.79
0.28,74.9,6.37,09423560,2018-07-17 14:45,5.77
0.27,75.0,6.04,09423560,2018-07-17 15:00,5.74
0.21,75.0,4.70,09423560,2018-07-17 15:15,5.74
0.18,75.0,3.98,09423560,2018-07-17 15:30,5.72
0.08,75.2,1.77,09423560,2018-07-17 15:45,5.72
,75.5,1.95,09423560,2018-07-17 16:00,5.75
,75.7,2.10,09423560,2018-07-17 16:15,5.75
0.10,76.0,2.26,09423560,2018-07-17 16:30,5.76
0.09,76.5,2.04,09423560,2018-07-17 16:45,5.76
0.10,76.8,2.22,09423560,2018-07-17 17:00,5.73
0.07,77.0,1.57,09423560,2018-07-17 17:15,5.74
0.10,77.2,2.24,09423560,2018-07-17 17:30,5.74
0.13,77.3,2.91,09423560,2018-07-17 17:45,5.74
0.15,77.4,3.39,09423560,2018-07-17 18:00,5.76
0.23,76.7,5.20,09423560,2018-07-17 18:15,5.76
0.29,77.5,6.64,09423560,2018-07-17 18:30,5.78
0.35,77.8,8.33,09423560,2018-07-17 18:45,5.80
0.51,74.6,12.2,09423560,2018-07-17 19:00,5.82
0.59,73.6,14.3,09423560,2018-07-17 19:15,5.85
0.65,73.3,16.1,09423560,2018-07-17 19:30,5.90
0.77,73.1,19.6,09423560,2018-07-17 19:45,5.95
0.89,73.0,23.3,09423560,2018-07-17 20:00,6.01
0.98,73.0,27.0,09423560,2018-07-17 20:15,6.08
1.13,73.0,32.2,09423560,2018-07-17 20:30,6.15
1.13,73.0,33.6,09423560,2018-07-17 20:45,6.23
1.25,73.0,39.1,09423560,2018-07-17 21:00,6.33
1.37,73.0,44.9,09423560,2018-07-17 21:15,6.43
1.43,73.0,49.0,09423560,2018-07-17 21:30,6.53
1.45,73.0,51.9,09423560,2018-07-17 21:45,6.63
1.54,73.1,57.7,09423560,2018-07-17 22:00,6.74
1.61,73.1,62.9,09423560,2018-07-17 22:15,6.83
1.68,73.1,68.4,09423560,2018-07-17 22:30,6.94
1.74,73.1,74.0,09423560,2018-07-17 22:45,7.05
1.74,73.1,77.6,09423560,2018-07-17 23:00,7.16
1.80,73.1,82.6,09423560,2018-07-17 23:15,7.24
1.80,73.0,85.5,09423560,2018-07-17 23:30,7.32
1.82,73.0,89.5,09423560,2018-07-17 23:45,7.42
